ABUNDANCE,BIOMAS,GENUS_SPECIES,SAMPLE_DESC,PLOT,LATITUDE,LONGITUDE,DAY,MONTH,YEAR
1,0,"Larus argentatus",55.890000_-4.560000_Europe_GB_Castle_Walk_Industrial_Estate_-100_2_7_1999,,55.890000,-4.560000,2,7,1999
1,0,"Larus argentatus",54.000000_-4.740000_Europe_GB_Castletown_31_16_5_1999,,54.000000,-4.740000,16,5,1999
1,0,"Larus argentatus",57.450000_-1.830000_Europe_GB_Cat's_Bank_to_Hare_Craig_-51_2_6_2001,,57.450000,-1.830000,2,6,2001
1,0,"Larus argentatus",57.450000_-1.830000_Europe_GB_Cat's_Bank_to_Hare_Craig_-51_23_6_2001,,57.450000,-1.830000,23,6,2001
1,0,"Larus argentatus",57.450000_-1.830000_Europe_GB_Cat's_Bank_to_Hare_Craig_-51_3_6_2001,,57.450000,-1.830000,3,6,2001
2,0,"Larus argentatus",56.820000_-2.320000_Europe_GB_Catterline_Bay_-82_13_6_1999,,56.820000,-2.320000,13,6,1999
1,0,"Larus argentatus",57.420000_-4.330000_Europe_GB_Cauldeen_School_-241_7_5_2000,,57.420000,-4.330000,7,5,2000
1,0,"Larus argentatus",57.590000_-7.690000_Europe_GB_Causamul_22_6_6_2002,,57.590000,-7.690000,6,6,2002
1,0,"Larus argentatus",58.790000_-3.210000_Europe_GB_Cava_5_-2_3_7_2000,,58.790000,-3.210000,3,7,2000
1,0,"Larus argentatus",54.200000_-0.460000_Europe_GB_Cayton_Bay_1_-31_29_6_2002,,54.200000,-0.460000,29,6,2002
1,0,"Larus argentatus",54.200000_-0.460000_Europe_GB_Cayton_Bay_2_-31_29_6_2002,,54.200000,-0.460000,29,6,2002
1,0,"Larus argentatus",56.440000_-7.030000_Europe_GB_Ceann_a_Mhara_12_30_5_2000,,56.440000,-7.030000,30,5,2000
1,0,"Larus argentatus",57.500000_-7.670000_Europe_GB_Ceann_Ear_5_12_9_6_2001,,57.500000,-7.670000,9,6,2001
1,0,"Larus argentatus",57.500000_-7.670000_Europe_GB_Ceann_Iar_2_12_10_6_2001,,57.500000,-7.670000,10,6,2001
1,0,"Larus argentatus",57.500000_-7.670000_Europe_GB_Ceann_Iar_4_12_12_6_2001,,57.500000,-7.670000,12,6,2001
1,0,"Larus argentatus",57.500000_-7.670000_Europe_GB_Ceann_Iar_5_12_10_6_2001,,57.500000,-7.670000,10,6,2001
1,0,"Larus argentatus",58.150000_-3.530000_Europe_GB_Ceann_Leathad_nam_Bo_1_-98_24_6_1999,,58.150000,-3.530000,24,6,1999
1,0,"Larus argentatus",58.150000_-3.530000_Europe_GB_Ceann_Leathad_nam_Bo_2_-98_24_6_1999,,58.150000,-3.530000,24,6,1999
1,0,"Larus argentatus",58.210000_-5.230000_Europe_GB_Ceannamhor_-78_9_6_2000,,58.210000,-5.230000,9,6,2000
1,0,"Larus argentatus",52.020000_-4.770000_Europe_GB_Ceibwr1_-129_21_5_2001,,52.020000,-4.770000,21,5,2001
1,0,"Larus argentatus",52.020000_-4.770000_Europe_GB_Ceibwr2_-129_21_5_2001,,52.020000,-4.770000,21,5,2001
1,0,"Larus argentatus",55.880000_-4.870000_Europe_GB_Central_-58_2_7_1999,,55.880000,-4.870000,2,7,1999
1,0,"Larus argentatus",50.780000_-0.440000_Europe_GB_Central_Coast_Worthing_(East)_12_16_5_2001,,50.780000,-0.440000,16,5,2001
1,0,"Larus argentatus",50.780000_-0.440000_Europe_GB_Central_Coast_Worthing_(West)_12_16_5_2001,,50.780000,-0.440000,16,5,2001
1,0,"Larus argentatus",51.920000_-5.340000_Europe_GB_Cerrig_Gwylan_18_1_6_1999,,51.920000,-5.340000,1,6,1999
1,0,"Larus argentatus",50.240000_-3.680000_Europe_GB_CG_Lookout_-82_18_6_2000,,50.240000,-3.680000,18,6,2000
1,0,"Larus argentatus",59.960000_-1.280000_Europe_GB_Channerwick_to_Levenwick_-147_2_6_1999,,59.960000,-1.280000,2,6,1999
1,0,"Larus argentatus",59.150000_-2.870000_Europe_GB_Chapel_Hill_24_3_7_2000,,59.150000,-2.870000,3,7,2000
1,0,"Larus argentatus",50.790000_-2.990000_Europe_GB_Chard_Town_-77_27_6_1999,,50.790000,-2.990000,27,6,1999
1,0,"Larus argentatus",51.670000_0.450000_Europe_GB_Chelmsford_Town_-86_16_6_2000,,51.670000,0.450000,16,6,2000
1,0,"Larus argentatus",51.670000_0.450000_Europe_GB_Chelmsford_Town_Centre_1_-86_2_7_2002,,51.670000,0.450000,2,7,2002
1,0,"Larus argentatus",60.050000_-1.460000_Europe_GB_Cheynies_125_4_6_2000,,60.050000,-1.460000,4,6,2000
1,0,"Larus argentatus",58.090000_-6.240000_Europe_GB_Chicken_Head_92_3_6_1999,,58.090000,-6.240000,3,6,1999
2,0,"Larus argentatus",50.610000_-3.410000_Europe_GB_Chiselbury_Bay_to_Ladram_Bay_2_5_7_2000,,50.610000,-3.410000,5,7,2000
1,0,"Larus argentatus",50.700000_-1.850000_Europe_GB_Christchurch_High_St./Fountain_Way_-31_16_5_1999,,50.700000,-1.850000,16,5,1999
1,0,"Larus argentatus",50.700000_-1.850000_Europe_GB_Christchurch_Hospital/Bronte_Avenue_-31_16_5_1999,,50.700000,-1.850000,16,5,1999
3,0,"Larus argentatus",49.940000_-5.200000_Europe_GB_Church_Cove_1_3_3_6_1999,,49.940000,-5.200000,3,6,1999
1,0,"Larus argentatus",49.940000_-5.200000_Europe_GB_Church_Cove_2_3_8_6_1999,,49.940000,-5.200000,8,6,1999
1,0,"Larus argentatus",54.930000_-1.680000_Europe_GB_City_Centre_-137_24_6_2000,,54.930000,-1.680000,24,6,2000
1,0,"Larus argentatus",54.980000_-5.120000_Europe_GB_Clachan_-69_15_6_2000,,54.980000,-5.120000,15,6,2000
1,0,"Larus argentatus",51.740000_1.040000_Europe_GB_Clacton_Railway_Station_3_16_6_2000,,51.740000,1.040000,16,6,2000
1,0,"Larus argentatus",60.590000_-1.270000_Europe_GB_Clapper_3_22_6_2000,,60.590000,-1.270000,22,6,2000
1,0,"Larus argentatus",58.510000_-3.540000_Europe_GB_Clardon_Head_-60_4_6_2000,,58.510000,-3.540000,4,6,2000
1,0,"Larus argentatus",58.210000_-5.400000_Europe_GB_Clashnessie_Bay_13_4_6_2000,,58.210000,-5.400000,4,6,2000
1,0,"Larus argentatus",59.060000_-3.220000_Europe_GB_Clay_Geo_to_Fisk_Hellia_-29_6_6_2002,,59.060000,-3.220000,6,6,2002
1,0,"Larus argentatus",54.190000_-4.450000_Europe_GB_Clay_Head_-_Douglas_-95_16_5_1999,,54.190000,-4.450000,16,5,1999
1,0,"Larus argentatus",58.150000_-3.530000_Europe_GB_Cleit_Bheag_-98_24_6_1999,,58.150000,-3.530000,24,6,1999
1,0,"Larus argentatus",57.450000_-6.660000_Europe_GB_Clett_-109_30_5_2001,,57.450000,-6.660000,30,5,2001
1,0,"Larus argentatus",60.230000_-1.090000_Europe_GB_Cletts_of_Ramnageo_to_Little_Loch_42_23_6_1999,,60.230000,-1.090000,23,6,1999
1,0,"Larus argentatus",51.420000_-2.860000_Europe_GB_Clevedon_-7_30_5_1999,,51.420000,-2.860000,30,5,1999
1,0,"Larus argentatus",57.610000_-7.190000_Europe_GB_Cliasay_Beg_-8_3_6_2002,,57.610000,-7.190000,3,6,2002
1,0,"Larus argentatus",50.300000_-5.230000_Europe_GB_Cligga_Bay_-54_19_5_2000,,50.300000,-5.230000,19,5,2000
1,0,"Larus argentatus",50.300000_-5.230000_Europe_GB_Cligga_to_end_SSSI_-54_19_5_2000,,50.300000,-5.230000,19,5,2000
1,0,"Larus argentatus",58.580000_-4.920000_Europe_GB_Clo_Mor_1_-118_26_5_2000,,58.580000,-4.920000,26,5,2000
1,0,"Larus argentatus",58.580000_-5.090000_Europe_GB_Clo_Mor_11_40_26_5_2000,,58.580000,-5.090000,26,5,2000
1,0,"Larus argentatus",58.580000_-4.920000_Europe_GB_Clo_Mor_2_-118_26_5_2000,,58.580000,-4.920000,26,5,2000
1,0,"Larus argentatus",58.580000_-4.920000_Europe_GB_Clo_Mor_5_-118_26_5_2000,,58.580000,-4.920000,26,5,2000
1,0,"Larus argentatus",58.580000_-4.920000_Europe_GB_Clo_Mor_7_-118_26_5_2000,,58.580000,-4.920000,26,5,2000
1,0,"Larus argentatus",58.580000_-4.920000_Europe_GB_Clo_Mor_9_-118_26_5_2000,,58.580000,-4.920000,26,5,2000
1,0,"Larus argentatus",55.890000_-4.400000_Europe_GB_Cloberfield_Industrial_Estate_-11_2_7_2001,,55.890000,-4.400000,2,7,2001
2,0,"Larus argentatus",59.870000_-1.460000_Europe_GB_Cloki_Stack_to_Peerie_Voe_73_8_6_1999,,59.870000,-1.460000,8,6,1999
1,0,"Larus argentatus",54.290000_-0.460000_Europe_GB_Cloughton_Wyke_-74_28_5_2000,,54.290000,-0.460000,28,5,2000
1,0,"Larus argentatus",50.950000_-4.420000_Europe_GB_Clovelly_2_-160_7_7_2000,,50.950000,-4.420000,7,7,2000
1,0,"Larus argentatus",50.950000_-4.560000_Europe_GB_Clovelly_4_11_7_7_2000,,50.950000,-4.560000,7,7,2000
1,0,"Larus argentatus",50.950000_-4.560000_Europe_GB_Clovelly_6_11_7_7_2000,,50.950000,-4.560000,7,7,2000
1,0,"Larus argentatus",57.970000_-4.030000_Europe_GB_Clynelish_Moss_-91_19_6_2000,,57.970000,-4.030000,19,6,2000
1,0,"Larus argentatus",58.250000_-6.770000_Europe_GB_Cnoc_Beag_Geodha_na_Muic_-48_9_6_1999,,58.250000,-6.770000,9,6,1999
1,0,"Larus argentatus",58.400000_-5.080000_Europe_GB_Cnoc_na_h-Eannaiche_-2_6_6_2000,,58.400000,-5.080000,6,6,2000
1,0,"Larus argentatus",58.090000_-6.240000_Europe_GB_Cnoc_na_h-lolair_92_3_6_1999,,58.090000,-6.240000,3,6,1999
1,0,"Larus argentatus",58.060000_-3.690000_Europe_GB_Cnoc_na_Stri_1_21_18_6_1999,,58.060000,-3.690000,18,6,1999
1,0,"Larus argentatus",58.060000_-3.690000_Europe_GB_Cnoc_na_Stri_2_21_20_6_1999,,58.060000,-3.690000,20,6,1999
1,0,"Larus argentatus",51.750000_0.890000_Europe_GB_Cobmarsh_Island_1_1_2_7_2002,,51.750000,0.890000,2,7,2002
1,0,"Larus argentatus",56.550000_-6.720000_Europe_GB_Coll_13_Soa_10_26_6_2000,,56.550000,-6.720000,26,6,2000
1,0,"Larus argentatus",56.550000_-6.720000_Europe_GB_Coll_15_L._Breachacha_10_9_6_2000,,56.550000,-6.720000,9,6,2000
1,0,"Larus argentatus",56.550000_-6.720000_Europe_GB_Coll_18_Caolas_10_30_5_2000,,56.550000,-6.720000,30,5,2000
1,0,"Larus argentatus",56.550000_-6.720000_Europe_GB_Coll_2_Ben_Feall_10_26_5_2000,,56.550000,-6.720000,26,5,2000
1,0,"Larus argentatus",56.550000_-6.550000_Europe_GB_Coll_20_Black_Hill_42_2_6_2000,,56.550000,-6.550000,2,6,2000
1,0,"Larus argentatus",56.640000_-6.560000_Europe_GB_Coll_21_North_East_Coll_Lochs_and_Moors_-10_3_6_2000,,56.640000,-6.560000,3,6,2000
1,0,"Larus argentatus",56.550000_-6.720000_Europe_GB_Coll_3_Sloc_Sturrach_10_29_5_2000,,56.550000,-6.720000,29,5,2000
1,0,"Larus argentatus",56.640000_-6.560000_Europe_GB_Coll_6_Cornaig_-10_17_6_2000,,56.640000,-6.560000,17,6,2000
1,0,"Larus argentatus",56.640000_-6.560000_Europe_GB_Coll_7_Eilerig_-10_17_6_2000,,56.640000,-6.560000,17,6,2000
1,0,"Larus argentatus",56.640000_-6.560000_Europe_GB_Coll_8_Cairns_-10_4_6_2000,,56.640000,-6.560000,4,6,2000
1,0,"Larus argentatus",57.420000_-7.330000_Europe_GB_Collam_-8_31_5_2002,,57.420000,-7.330000,31,5,2002
1,0,"Larus argentatus",51.060000_-3.000000_Europe_GB_Colley_Lane_Industrial_Estate_-20_16_5_1999,,51.060000,-3.000000,16,5,1999
1,0,"Larus argentatus",59.240000_-2.700000_Europe_GB_Colli_Ness_32_21_6_2000,,59.240000,-2.700000,21,6,2000
1,0,"Larus argentatus",59.870000_-1.460000_Europe_GB_Colsay_73_6_7_2000,,59.870000,-1.460000,6,7,2000
1,0,"Larus argentatus",53.210000_-3.790000_Europe_GB_Colwyn_Bay_Town_-104_17_6_2002,,53.210000,-3.790000,17,6,2002
1,0,"Larus argentatus",50.580000_-4.960000_Europe_GB_Com_Head_7_6_6_1999,,50.580000,-4.960000,6,6,1999
1,0,"Larus argentatus",57.000000_-6.610000_Europe_GB_Compass_Hill_to_Iorcail_12_4_7_1999,,57.000000,-6.610000,4,7,1999
1,0,"Larus argentatus",57.000000_-6.610000_Europe_GB_Conaigearaidh_12_9_7_1999,,57.000000,-6.610000,9,7,1999
1,0,"Larus argentatus",53.210000_-3.940000_Europe_GB_Conwy_Mountain_-509_27_5_2000,,53.210000,-3.940000,27,5,2000
4,0,"Larus argentatus",53.210000_-3.940000_Europe_GB_Conwy_Town_-509_27_5_2000,,53.210000,-3.940000,27,5,2000
1,0,"Larus argentatus",58.880000_-2.690000_Europe_GB_Copinsay_11_35_30_5_1999,,58.880000,-2.690000,30,5,1999
1,0,"Larus argentatus",58.880000_-2.690000_Europe_GB_Copinsay_35_21_6_1999,,58.880000,-2.690000,21,6,1999
1,0,"Larus argentatus",57.790000_-7.210000_Europe_GB_Coppay_8_12_6_2002,,57.790000,-7.210000,12,6,2002
1,0,"Larus argentatus",55.290000_-1.680000_Europe_GB_Coquet_Island_1_-44_18_5_1999,,55.290000,-1.680000,18,5,1999
1,0,"Larus argentatus",60.140000_-1.280000_Europe_GB_Corbie_Geo_-69_27_5_1999,,60.140000,-1.280000,27,5,1999
1,0,"Larus argentatus",58.340000_-3.190000_Europe_GB_Corbiegoe_-119_1_7_1999,,58.340000,-3.190000,1,7,1999
1,0,"Larus argentatus",58.340000_-3.190000_Europe_GB_Corbiegoe_-119_2_7_1999,,58.340000,-3.190000,2,7,1999
1,0,"Larus argentatus",54.470000_-3.690000_Europe_GB_Corcickle_20_16_5_2002,,54.470000,-3.690000,16,5,2002
1,0,"Larus argentatus",60.230000_-1.640000_Europe_GB_Corn_Head_to_Loch_of_Kellister_-36_15_6_1999,,60.230000,-1.640000,15,6,1999
1,0,"Larus argentatus",58.880000_-2.690000_Europe_GB_Corn_Holm_1_35_29_5_1999,,58.880000,-2.690000,29,5,1999
1,0,"Larus argentatus",50.850000_-4.700000_Europe_GB_Cornakey_27_5_6_2000,,50.850000,-4.700000,5,6,2000
1,0,"Larus argentatus",55.860000_-5.830000_Europe_GB_Corr_Eilean_9_5_6_1999,,55.860000,-5.830000,5,6,1999
1,0,"Larus argentatus",59.150000_-2.870000_Europe_GB_Cott_24_29_6_2000,,59.150000,-2.870000,29,6,2000
1,0,"Larus argentatus",57.090000_-2.160000_Europe_GB_Cove_Bay_-115_5_6_1999,,57.090000,-2.160000,5,6,1999
1,0,"Larus argentatus",50.030000_-5.070000_Europe_GB_Coverack_-_Porhoustock_4_1_6_6_2000,,50.030000,-5.070000,6,6,2000
1,0,"Larus argentatus",50.030000_-5.070000_Europe_GB_Coverack_-_Porthoustock_3_1_6_6_2000,,50.030000,-5.070000,6,6,2000
1,0,"Larus argentatus",49.940000_-5.200000_Europe_GB_Coverack_3_19_6_1999,,49.940000,-5.200000,19,6,1999
1,0,"Larus argentatus",57.710000_-3.510000_Europe_GB_Covesea_1_11_5_6_2000,,57.710000,-3.510000,5,6,2000
1,0,"Larus argentatus",57.710000_-3.510000_Europe_GB_Covesea_2_11_5_6_2000,,57.710000,-3.510000,5,6,2000
1,0,"Larus argentatus",51.140000_-4.000000_Europe_GB_Cow_and_Calf_-159_22_6_2001,,51.140000,-4.000000,22,6,2001
1,0,"Larus argentatus",54.480000_-0.920000_Europe_GB_Cowbar_Lane_-232_12_7_2000,,54.480000,-0.920000,12,7,2000
1,0,"Larus argentatus",54.480000_-0.920000_Europe_GB_Cowbar_Nab_-232_12_7_2000,,54.480000,-0.920000,12,7,2000
1,0,"Larus argentatus",50.670000_-4.690000_Europe_GB_Crackington_-139_5_6_2000,,50.670000,-4.690000,5,6,2000
1,0,"Larus argentatus",50.320000_-4.380000_Europe_GB_Crafthole_30_20_5_2000,,50.320000,-4.380000,20,5,2000
1,0,"Larus argentatus",56.820000_-2.320000_Europe_GB_Craig_David_-82_19_6_1999,,56.820000,-2.320000,19,6,1999
1,0,"Larus argentatus",59.330000_-3.050000_Europe_GB_Craig_Loch_3_6_6_2000,,59.330000,-3.050000,6,6,2000
1,0,"Larus argentatus",55.320000_-5.780000_Europe_GB_CRAIGAIG_-293_29_5_1999,,55.320000,-5.780000,29,5,1999
1,0,"Larus argentatus",57.510000_-4.330000_Europe_GB_Craigie_Howe_-111_20_6_1999,,57.510000,-4.330000,20,6,1999
1,0,"Larus argentatus",56.010000_-2.800000_Europe_GB_Craigleith_-13_19_5_2002,,56.010000,-2.800000,19,5,2002
1,0,"Larus argentatus",56.010000_-2.800000_Europe_GB_Craigleith_-13_6_6_1999,,56.010000,-2.800000,6,6,1999
1,0,"Larus argentatus",49.940000_-5.340000_Europe_GB_Crane_Ledges_56_6_6_1999,,49.940000,-5.340000,6,6,1999
1,0,"Larus argentatus",56.820000_-2.320000_Europe_GB_Crawton_Bay_-82_10_6_2000,,56.820000,-2.320000,10,6,2000
1,0,"Larus argentatus",56.460000_-6.700000_Europe_GB_Creachasdal_Beag_49_26_5_2000,,56.460000,-6.700000,26,5,2000
1,0,"Larus argentatus",58.060000_-3.690000_Europe_GB_Creag_na_Cuinse_1_21_20_6_1999,,58.060000,-3.690000,20,6,1999
1,0,"Larus argentatus",58.060000_-3.690000_Europe_GB_Creag_na_Cuinse_3_21_21_6_1999,,58.060000,-3.690000,21,6,1999
1,0,"Larus argentatus",58.060000_-3.690000_Europe_GB_Creag_na_Cuinse_4_21_21_6_1999,,58.060000,-3.690000,21,6,1999
1,0,"Larus argentatus",58.300000_-5.240000_Europe_GB_Creag_na_Fionndalach_41_8_6_2000,,58.300000,-5.240000,8,6,2000
1,0,"Larus argentatus",54.980000_-5.120000_Europe_GB_Dyke_Foot_-_March_Burn_-69_10_6_1999,,54.980000,-5.120000,10,6,1999
1,0,"Larus argentatus",54.110000_-0.160000_Europe_GB_Dykes_End_-56_12_6_2000,,54.110000,-0.160000,12,6,2000
1,0,"Larus argentatus",54.110000_-0.160000_Europe_GB_Dykes_End_-56_13_6_2000,,54.110000,-0.160000,13,6,2000
1,0,"Larus argentatus",50.940000_0.840000_Europe_GB_Dymchurch_-1_30_5_2002,,50.940000,0.840000,30,5,2002
1,0,"Larus argentatus",55.950000_-5.840000_Europe_GB_E._Jura_10_(+_Eilean_Buidhe_Mor)_-110_18_6_2000,,55.950000,-5.840000,18,6,2000
1,0,"Larus argentatus",55.950000_-5.840000_Europe_GB_E._Jura_11_-110_18_6_2000,,55.950000,-5.840000,18,6,2000
1,0,"Larus argentatus",55.950000_-5.840000_Europe_GB_E._Jura_13_(+_Eilean_a_Bhorra)_-110_18_6_2000,,55.950000,-5.840000,18,6,2000
1,0,"Larus argentatus",55.950000_-5.840000_Europe_GB_E._Jura_15_-110_18_6_2000,,55.950000,-5.840000,18,6,2000
1,0,"Larus argentatus",56.040000_-5.850000_Europe_GB_E._Jura_6_-371_18_6_2000,,56.040000,-5.850000,18,6,2000
1,0,"Larus argentatus",55.720000_-4.380000_Europe_GB_Eaglesham_Trs_1_-235_2_7_2002,,55.720000,-4.380000,2,7,2002
1,0,"Larus argentatus",56.880000_-7.420000_Europe_GB_Earsary_125_10_6_2002,,56.880000,-7.420000,10,6,2002
1,0,"Larus argentatus",56.220000_-5.710000_Europe_GB_Easdale_North_-1_19_6_2000,,56.220000,-5.710000,19,6,2000
1,0,"Larus argentatus",56.020000_-6.330000_Europe_GB_East_Coast_12_7_9_6_1999,,56.020000,-6.330000,9,6,1999
1,0,"Larus argentatus",56.030000_-6.170000_Europe_GB_East_Coast_2_1_12_6_1999,,56.030000,-6.170000,12,6,1999
1,0,"Larus argentatus",56.030000_-6.170000_Europe_GB_East_Coast_4_1_12_6_1999,,56.030000,-6.170000,12,6,1999
1,0,"Larus argentatus",56.030000_-6.170000_Europe_GB_East_Coast_5_1_12_6_1999,,56.030000,-6.170000,12,6,1999
1,0,"Larus argentatus",56.030000_-6.170000_Europe_GB_East_Coast_6_1_12_6_1999,,56.030000,-6.170000,12,6,1999
1,0,"Larus argentatus",56.380000_-6.370000_Europe_GB_East_Coast_Staffa_34_3_6_1999,,56.380000,-6.370000,3,6,1999
1,0,"Larus argentatus",56.090000_-3.280000_Europe_GB_East_Fergus_Place_-132_30_5_1999,,56.090000,-3.280000,30,5,1999
3,0,"Larus argentatus",58.220000_-7.620000_Europe_GB_East_Group_(excluding_Eilean_Mor)_36_4_6_1998,,58.220000,-7.620000,4,6,1998
1,0,"Larus argentatus",59.960000_-1.280000_Europe_GB_East_Ham_Caves_to_Peerie_Bard_-147_2_6_1999,,59.960000,-1.280000,2,6,1999
1,0,"Larus argentatus",55.850000_-5.990000_Europe_GB_East_Jura_17_-394_18_6_2000,,55.850000,-5.990000,18,6,2000
1,0,"Larus argentatus",55.850000_-5.990000_Europe_GB_East_Jura_21_-394_18_6_2000,,55.850000,-5.990000,18,6,2000
1,0,"Larus argentatus",55.850000_-5.990000_Europe_GB_East_Jura_22_-394_18_6_2000,,55.850000,-5.990000,18,6,2000
1,0,"Larus argentatus",57.330000_-7.480000_Europe_GB_East_Loch_Bee_11_2_6_2002,,57.330000,-7.480000,2,6,2002
1,0,"Larus argentatus",57.330000_-7.480000_Europe_GB_East_Loch_Bee_11_21_6_2002,,57.330000,-7.480000,21,6,2002
2,0,"Larus argentatus",50.320000_-4.520000_Europe_GB_East_Looe/_Barbican_Road_11_25_5_2000,,50.320000,-4.520000,25,5,2000
2,0,"Larus argentatus",50.320000_-4.520000_Europe_GB_East_Looe/_Builer_Quay_11_25_5_2000,,50.320000,-4.520000,25,5,2000
2,0,"Larus argentatus",50.320000_-4.520000_Europe_GB_East_Looe/_Shutta_11_25_5_2000,,50.320000,-4.520000,25,5,2000
1,0,"Larus argentatus",60.400000_-0.910000_Europe_GB_East_Mioness_38_23_6_2001,,60.400000,-0.910000,23,6,2001
1,0,"Larus argentatus",53.380000_-4.400000_Europe_GB_East_Mouse_-56_3_6_2002,,53.380000,-4.400000,3,6,2002
1,0,"Larus argentatus",60.140000_-1.640000_Europe_GB_East_Nev_to_West_Nev_83_12_6_1999,,60.140000,-1.640000,12,6,1999
1,0,"Larus argentatus",50.790000_-0.860000_Europe_GB_East_Pallant_-4_16_5_2000,,50.790000,-0.860000,16,5,2000
1,0,"Larus argentatus",50.390000_-5.230000_Europe_GB_East_Pentire_25_4_6_2000,,50.390000,-5.230000,4,6,2000
1,0,"Larus argentatus",50.150000_-3.820000_Europe_GB_East_Portlemouth_68_11_6_2002,,50.150000,-3.820000,11,6,2002
2,0,"Larus argentatus",50.790000_-0.580000_Europe_GB_East_Preston_11_16_5_2001,,50.790000,-0.580000,16,5,2001
1,0,"Larus argentatus",53.210000_-3.640000_Europe_GB_East_Quarry_-184_1_6_2002,,53.210000,-3.640000,1,6,2002
1,0,"Larus argentatus",54.110000_-0.160000_Europe_GB_East_Scar_-56_1_6_2000,,54.110000,-0.160000,1,6,2000
1,0,"Larus argentatus",54.110000_-0.160000_Europe_GB_East_Scar_-56_12_6_2000,,54.110000,-0.160000,12,6,2000
1,0,"Larus argentatus",54.110000_-0.160000_Europe_GB_East_Scar_-56_2_6_2000,,54.110000,-0.160000,2,6,2000
1,0,"Larus argentatus",54.110000_-0.160000_Europe_GB_East_Scar_-56_5_6_2000,,54.110000,-0.160000,5,6,2000
1,0,"Larus argentatus",58.250000_-6.940000_Europe_GB_East_Side_10_12_5_1999,,58.250000,-6.940000,12,5,1999
1,0,"Larus argentatus",50.790000_-0.860000_Europe_GB_East_Street_-4_16_5_2000,,50.790000,-0.860000,16,5,2000
1,0,"Larus argentatus",55.560000_-1.680000_Europe_GB_East_Wideopen_-20_18_6_2000,,55.560000,-1.680000,18,6,2000
1,0,"Larus argentatus",50.780000_0.120000_Europe_GB_Eastbourne_1_-60_16_5_2000,,50.780000,0.120000,16,5,2000
1,0,"Larus argentatus",50.690000_0.120000_Europe_GB_Eastbourne_2_27_16_5_2000,,50.690000,0.120000,16,5,2000
1,0,"Larus argentatus",50.680000_0.260000_Europe_GB_Eastbourne_3_24_16_5_2000,,50.680000,0.260000,16,5,2000
1,0,"Larus argentatus",50.680000_0.260000_Europe_GB_Eastbourne_4_24_16_5_2000,,50.680000,0.260000,16,5,2000
1,0,"Larus argentatus",57.610000_-4.170000_Europe_GB_Eathie_Fishing_Station_-172_17_6_1999,,57.610000,-4.170000,17,6,1999
1,0,"Larus argentatus",51.690000_-3.300000_Europe_GB_Ebbw_Vale_-227_31_5_2002,,51.690000,-3.300000,31,5,2002
1,0,"Larus argentatus",57.150000_-7.290000_Europe_GB_Eileam_Nam_Gamha_-41_7_6_2002,,57.150000,-7.290000,7,6,2002
1,0,"Larus argentatus",56.280000_-6.520000_Europe_GB_Eilean__Musimul_17_1_7_2000,,56.280000,-6.520000,1,7,2000
1,0,"Larus argentatus",56.130000_-5.700000_Europe_GB_Eilean_a_Bhealaich_-94_15_6_2000,,56.130000,-5.700000,15,6,2000
1,0,"Larus argentatus",58.210000_-5.230000_Europe_GB_Eilean_a'_Bhreitheimh_-78_9_6_2000,,58.210000,-5.230000,9,6,2000
1,0,"Larus argentatus",55.870000_-5.350000_Europe_GB_Eilean_a'_Bhuic_1_5_6_1999,,55.870000,-5.350000,5,6,1999
1,0,"Larus argentatus",57.930000_-5.540000_Europe_GB_Eilean_a'_Char_36_6_6_2000,,57.930000,-5.540000,6,6,2000
1,0,"Larus argentatus",56.750000_-5.920000_Europe_GB_Eilean_a'_Choire_-57_30_5_1999,,56.750000,-5.920000,30,5,1999
1,0,"Larus argentatus",58.400000_-5.080000_Europe_GB_Eilean_a'_Chonnaidh_-2_5_6_2000,,58.400000,-5.080000,5,6,2000
1,0,"Larus argentatus",58.400000_-5.080000_Europe_GB_Eilean_a'_Chonnaidh_-2_6_6_2000,,58.400000,-5.080000,6,6,2000
1,0,"Larus argentatus",56.670000_-5.750000_Europe_GB_Eilean_A'_Chuilinn_-272_17_5_2000,,56.670000,-5.750000,17,5,2000
1,0,"Larus argentatus",58.300000_-5.240000_Europe_GB_Eilean_a'_Mhadaidh_41_6_6_2000,,58.300000,-5.240000,6,6,2000
1,0,"Larus argentatus",57.330000_-7.320000_Europe_GB_Eilean_a'Bhoga_-59_8_6_2002,,57.330000,-7.320000,8,6,2002
1,0,"Larus argentatus",57.330000_-7.320000_Europe_GB_Eilean_a'Mhadaidh_-59_8_6_2002,,57.330000,-7.320000,8,6,2002
1,0,"Larus argentatus",58.300000_-5.240000_Europe_GB_Eilean_an_Aigeich_41_9_6_2000,,58.300000,-5.240000,9,6,2000
1,0,"Larus argentatus",55.930000_-6.320000_Europe_GB_Eilean_an_Eoin_5_22_6_1999,,55.930000,-6.320000,22,6,1999
1,0,"Larus argentatus",57.480000_-5.830000_Europe_GB_Eilean_an_Inbhire_Bhain_-298_15_6_1999,,57.480000,-5.830000,15,6,1999
1,0,"Larus argentatus",57.480000_-5.830000_Europe_GB_Eilean_an_Inbhire_Bhain_-298_24_5_2000,,57.480000,-5.830000,24,5,2000
1,0,"Larus argentatus",56.130000_-5.860000_Europe_GB_Eilean_An_Naiohh_NW_Cliffs_47_9_6_1999,,56.130000,-5.860000,9,6,1999
